ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
659005962,Photo,Slate-crowned Antpitta,Grallaricula nana,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Grallaricula nana,slcant2,Species,14352,,.00,0,,923,1211
659005924,Photo,Brown-banded Antpitta,Grallaria milleri,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Grallaria milleri,brbant1,Species,14290,,.00,0,,1211,1069
659005927,Photo,Brown-banded Antpitta,Grallaria milleri,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Grallaria milleri,brbant1,Species,14290,,.00,0,,953,1211
659005921,Photo,Brown-banded Antpitta,Grallaria milleri,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Grallaria milleri,brbant1,Species,14290,,.00,0,,1116,1211
659005923,Photo,Brown-banded Antpitta,Grallaria milleri,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Grallaria milleri,brbant1,Species,14290,,.00,0,,967,1211
659005926,Photo,Brown-banded Antpitta,Grallaria milleri,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Grallaria milleri,brbant1,Species,14290,,.00,0,,900,1211
659005925,Photo,Brown-banded Antpitta,Grallaria milleri,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Grallaria milleri,brbant1,Species,14290,,.00,0,,1210,1074
659005922,Photo,Brown-banded Antpitta,Grallaria milleri,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Grallaria milleri,brbant1,Species,14290,,.00,0,,986,1211
659005910,Photo,Chestnut-crowned Antpitta,Grallaria ruficapilla,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Grallaria ruficapilla,chcant2,Species,14234,,.00,0,,1211,1113
659005905,Photo,Chestnut-crowned Antpitta,Grallaria ruficapilla,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Grallaria ruficapilla,chcant2,Species,14234,,.00,0,,1211,1051
659005908,Photo,Chestnut-crowned Antpitta,Grallaria ruficapilla,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Grallaria ruficapilla,chcant2,Species,14234,,.00,0,,1211,971
659005906,Photo,Chestnut-crowned Antpitta,Grallaria ruficapilla,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Grallaria ruficapilla,chcant2,Species,14234,,.00,0,,1211,1037
659005909,Photo,Chestnut-crowned Antpitta,Grallaria ruficapilla,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Grallaria ruficapilla,chcant2,Species,14234,,.00,0,,1211,1014
659005911,Photo,Chestnut-crowned Antpitta,Grallaria ruficapilla,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Grallaria ruficapilla,chcant2,Species,14234,,.00,0,,896,1211
659005907,Photo,Chestnut-crowned Antpitta,Grallaria ruficapilla,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Grallaria ruficapilla,chcant2,Species,14234,,.00,0,,1211,935
659005855,Photo,Lyre-tailed Nightjar,Uropsalis lyra,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Uropsalis lyra,lytnig1,Species,3540,,.00,0,,780,1211
659005853,Photo,Lyre-tailed Nightjar,Uropsalis lyra,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Uropsalis lyra,lytnig1,Species,3540,,.00,0,,854,1211
659005852,Photo,Lyre-tailed Nightjar,Uropsalis lyra,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Uropsalis lyra,lytnig1,Species,3540,,.00,0,,932,1211
659005854,Photo,Lyre-tailed Nightjar,Uropsalis lyra,,,Hal and Kirsten Snyder,2026-03-30,2026,3,30,626,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S348895790,"",,,,,Uropsalis lyra,lytnig1,Species,3540,,.00,0,,880,1210
659005669,Photo,Lacrimose Mountain Tanager,Anisognathus lacrymosus,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Anisognathus lacrymosus,lamtan1,Species,34872,,.00,0,,1211,1178
659005658,Photo,Blue-capped Tanager,Sporathraupis cyanocephala,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Sporathraupis cyanocephala,blctan2,Species,34845,,.00,0,,1211,1196
659005637,Photo,Hooded Mountain Tanager,Buthraupis montana,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Buthraupis montana,homtan1,Species,34839,,.00,0,,899,1211
659005609,Photo,Great Thrush,Turdus fuscater,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Turdus fuscater,grethr1,Species,28677,,4.00,1,,901,1210
659005610,Photo,Great Thrush,Turdus fuscater,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Turdus fuscater,grethr1,Species,28677,,.00,0,,811,1211
659005608,Photo,Great Thrush,Turdus fuscater,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Turdus fuscater,grethr1,Species,28677,,.00,0,,790,1211
659005573,Photo,Black-collared Jay,Cyanolyca armillata,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Cyanolyca armillata,blcjay2,Species,21205,,.00,0,,853,1210
659005572,Photo,Black-collared Jay,Cyanolyca armillata,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Cyanolyca armillata,blcjay2,Species,21205,,.00,0,,1211,1063
659005571,Photo,Black-collared Jay,Cyanolyca armillata,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Cyanolyca armillata,blcjay2,Species,21205,,.00,0,,1211,1066
659005576,Photo,Black-collared Jay,Cyanolyca armillata,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Cyanolyca armillata,blcjay2,Species,21205,,.00,0,,1211,990
659005575,Photo,Black-collared Jay,Cyanolyca armillata,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Cyanolyca armillata,blcjay2,Species,21205,,.00,0,,822,1210
659005574,Photo,Black-collared Jay,Cyanolyca armillata,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Cyanolyca armillata,blcjay2,Species,21205,,.00,0,,955,1211
659005570,Photo,Black-collared Jay,Cyanolyca armillata,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Cyanolyca armillata,blcjay2,Species,21205,,.00,0,,1020,1211
659005545,Photo,Mountain Elaenia,Elaenia frantzii,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Elaenia frantzii,mouela1,Species,16725,,.00,0,,1211,1165
659005477,Photo,Bicolored Antpitta,Grallaria rufocinerea,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Grallaria rufocinerea,bicant3,Species,14267,,5.00,2,,963,1211
659005478,Photo,Bicolored Antpitta,Grallaria rufocinerea,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Grallaria rufocinerea,bicant3,Species,14267,,5.00,1,,1211,1185
659005476,Photo,Bicolored Antpitta,Grallaria rufocinerea,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Grallaria rufocinerea,bicant3,Species,14267,,5.00,2,,1211,1188
659005471,Photo,Bicolored Antpitta,Grallaria rufocinerea,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Grallaria rufocinerea,bicant3,Species,14267,,4.00,1,,1211,1071
659005470,Photo,Bicolored Antpitta,Grallaria rufocinerea,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Grallaria rufocinerea,bicant3,Species,14267,,4.00,1,,1211,1166
659005479,Photo,Bicolored Antpitta,Grallaria rufocinerea,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Grallaria rufocinerea,bicant3,Species,14267,,5.00,2,,1211,1150
659005474,Photo,Bicolored Antpitta,Grallaria rufocinerea,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Grallaria rufocinerea,bicant3,Species,14267,,5.00,1,,1211,1089
659005472,Photo,Bicolored Antpitta,Grallaria rufocinerea,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Grallaria rufocinerea,bicant3,Species,14267,,5.00,1,,1211,1044
659005469,Photo,Bicolored Antpitta,Grallaria rufocinerea,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Grallaria rufocinerea,bicant3,Species,14267,,5.00,1,,1211,1147
659005475,Photo,Bicolored Antpitta,Grallaria rufocinerea,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Grallaria rufocinerea,bicant3,Species,14267,,4.00,1,,1211,1135
659005473,Photo,Bicolored Antpitta,Grallaria rufocinerea,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Grallaria rufocinerea,bicant3,Species,14267,,5.00,1,,1211,1168
659005205,Photo,Golden-plumed Parakeet,Leptosittaca branickii,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Leptosittaca branickii,goppar1,Species,13161,,.00,0,,914,1211
659005178,Photo,Crimson-mantled Woodpecker,Colaptes rivolii,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Colaptes rivolii,crmwoo2,Species,11874,,.00,0,,1211,1036
659005174,Photo,Crimson-mantled Woodpecker,Colaptes rivolii,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Colaptes rivolii,crmwoo2,Species,11874,,.00,0,,1211,1041
659005175,Photo,Crimson-mantled Woodpecker,Colaptes rivolii,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Colaptes rivolii,crmwoo2,Species,11874,,.00,0,,1211,1020
659005176,Photo,Crimson-mantled Woodpecker,Colaptes rivolii,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Colaptes rivolii,crmwoo2,Species,11874,,.00,0,,1211,1113
659005177,Photo,Crimson-mantled Woodpecker,Colaptes rivolii,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Colaptes rivolii,crmwoo2,Species,11874,,.00,0,,1211,1029
659005151,Photo,Black-billed Mountain-Toucan,Andigena nigrirostris,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Andigena nigrirostris,bbmtou1,Species,10876,,.00,0,,1210,1109
659005155,Photo,Black-billed Mountain-Toucan,Andigena nigrirostris,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Andigena nigrirostris,bbmtou1,Species,10876,,.00,0,,812,1211
659005154,Photo,Black-billed Mountain-Toucan,Andigena nigrirostris,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Andigena nigrirostris,bbmtou1,Species,10876,,.00,0,,783,1211
659005153,Photo,Black-billed Mountain-Toucan,Andigena nigrirostris,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Andigena nigrirostris,bbmtou1,Species,10876,,.00,0,,1211,1076
659005156,Photo,Black-billed Mountain-Toucan,Andigena nigrirostris,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Andigena nigrirostris,bbmtou1,Species,10876,,.00,0,,825,1211
659005150,Photo,Black-billed Mountain-Toucan,Andigena nigrirostris,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Andigena nigrirostris,bbmtou1,Species,10876,,.00,0,,1211,1135
659005149,Photo,Black-billed Mountain-Toucan,Andigena nigrirostris,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Andigena nigrirostris,bbmtou1,Species,10876,,.00,0,,909,1211
659005147,Photo,Black-billed Mountain-Toucan,Andigena nigrirostris,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Andigena nigrirostris,bbmtou1,Species,10876,,.00,0,,894,1210
659005152,Photo,Black-billed Mountain-Toucan,Andigena nigrirostris,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Andigena nigrirostris,bbmtou1,Species,10876,,.00,0,,910,1211
659005148,Photo,Black-billed Mountain-Toucan,Andigena nigrirostris,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Andigena nigrirostris,bbmtou1,Species,10876,,.00,0,,939,1211
659005093,Photo,Masked Trogon,Trogon personatus,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,female.,Trogon personatus,mastro1,Species,9592,,.00,0,,1211,999
659005097,Photo,Masked Trogon,Trogon personatus,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,female.,Trogon personatus,mastro1,Species,9592,,.00,0,,1211,899
659005096,Photo,Masked Trogon,Trogon personatus,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,female.,Trogon personatus,mastro1,Species,9592,,.00,0,,1211,853
659005095,Photo,Masked Trogon,Trogon personatus,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,female.,Trogon personatus,mastro1,Species,9592,,.00,0,,1211,1002
659005099,Photo,Masked Trogon,Trogon personatus,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,female.,Trogon personatus,mastro1,Species,9592,,.00,0,,1211,948
659005094,Photo,Masked Trogon,Trogon personatus,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,female.,Trogon personatus,mastro1,Species,9592,,.00,0,,1211,907
659005092,Photo,Masked Trogon,Trogon personatus,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,female.,Trogon personatus,mastro1,Species,9592,,.00,0,,1157,1211
659005098,Photo,Masked Trogon,Trogon personatus,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,female.,Trogon personatus,mastro1,Species,9592,,.00,0,,1211,928
659005038,Photo,White-bellied Woodstar,Chaetocercus mulsant,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Chaetocercus mulsant,whbwoo6,Species,4782,,.00,0,,953,1211
659005041,Photo,White-bellied Woodstar,Chaetocercus mulsant,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Chaetocercus mulsant,whbwoo6,Species,4782,,.00,0,,866,1211
659005036,Photo,White-bellied Woodstar,Chaetocercus mulsant,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Chaetocercus mulsant,whbwoo6,Species,4782,,.00,0,,936,1211
659005040,Photo,White-bellied Woodstar,Chaetocercus mulsant,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Chaetocercus mulsant,whbwoo6,Species,4782,,.00,0,,929,1211
659005039,Photo,White-bellied Woodstar,Chaetocercus mulsant,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Chaetocercus mulsant,whbwoo6,Species,4782,,.00,0,,1211,1204
659005042,Photo,White-bellied Woodstar,Chaetocercus mulsant,,,Hal and Kirsten Snyder,2026-03-29,2026,3,29,607,Colombia,CO-CAL,Caldas,,El Color de mis Rêves Glamping,4.9903549,-75.4074955,"",,Unspecified,false,false,,,,,,,S348895769,"",,,,,Chaetocercus mulsant,whbwoo6,Species,4782,,.00,0,,946,1210
